timestamp,pitch,yaw,roll,lat,lon,alt,velocity_x,velocity_y,velocity_z,battery,heading,airspeed,groundspeed
31,-0.15461711585521698,-2.101600170135498,0.03854440152645111,36.7148966,3.181902,61.68,-2.11,-3.69,-0.12,83,239,4.256232261657715,4.254491329193115
32,-0.16881640255451202,-2.087055206298828,-0.02198593132197857,36.7148647,3.1818306,61.71,-2.02,-3.7,-0.01,82,240,4.215997219085693,4.215962886810303
33,0.015691226348280907,-2.0933854579925537,0.012510865926742554,36.7148395,3.1817736,61.67,-1.55,-2.81,0.13,82,240,3.21419620513916,3.2114310264587402
34,0.024402836337685585,-2.350404977798462,-0.06790809333324432,36.7148215,3.1817402,60.67,-1.18,-1.3,1.24,82,225,2.1647181510925293,1.7683387994766235
35,-0.015527679584920406,-2.4652087688446045,0.02109927125275135,36.7148044,3.1817223,58.04,-1.03,-0.79,1.43,81,218,1.9390344619750977,1.3028541803359985
36,-0.05466266721487045,-2.4696574211120605,-0.015492436476051807,36.7147904,3.1817091,55.8,-1.04,-0.84,1.42,81,218,1.9651259183883667,1.348783016204834
37,-0.010711928829550743,-2.4693148136138916,-0.006440095137804747,36.7147737,3.1816925,53.19,-1.06,-0.87,1.44,80,218,1.9957644939422607,1.3762493133544922
38,-0.059717871248722076,-2.4698646068573,0.004467342514544725,36.7147591,3.1816779,50.95,-1.06,-0.89,1.45,80,218,2.0094804763793945,1.3894357681274414
39,-0.010357952676713467,-2.469165325164795,0.011830377392470837,36.7147446,3.1816633,48.71,-1.07,-0.87,1.45,80,218,2.0106923580169678,1.3889816999435425
40,-0.04878774657845497,-2.4698996543884277,0.028812916949391365,36.7147275,3.1816462,46.09,-1.07,-0.88,1.46,79,218,2.0238771438598633,1.3957213163375854
41,-0.012611047364771366,-2.4694643020629883,-0.01071934588253498,36.7147129,3.1816315,43.84,-1.06,-0.88,1.46,79,218,2.015901803970337,1.3813892602920532
42,-0.0244097039103508,-2.469539165496826,0.026057211682200432,36.714696,3.1816143,41.22,-1.06,-0.88,1.46,79,218,2.0170962810516357,1.3840633630752563
43,-0.03670056164264679,-2.469263792037964,-0.02956274151802063,36.7146814,3.1815995,38.98,-1.07,-0.88,1.47,78,218,2.0319623947143555,1.396462321281433
44,-0.041249606758356094,-2.4697024822235107,0.030011776834726334,36.7146667,3.1815849,36.73,-1.06,-0.87,1.48,78,218,2.023526906967163,1.378238558769226
45,-0.05785280093550682,-2.4690372943878174,-0.013474700041115284,36.7146498,3.1815678,34.1,-1.06,-0.88,1.47,78,218,2.026252269744873,1.3883593082427979
46,-0.014072302728891373,-2.4694299697875977,0.021031109616160393,36.7146351,3.1815529,31.86,-1.05,-0.87,1.47,77,218,2.0183794498443604,1.3755043745040894
47,-0.057691868394613266,-2.469719886779785,0.013355131261050701,36.7146181,3.1815358,29.24,-1.05,-0.88,1.48,77,218,2.0275216102600098,1.3814184665679932
48,-0.005195578560233116,-2.469168186187744,0.005844458471983671,36.7146035,3.181521,26.98,-1.06,-0.88,1.47,76,218,2.023606300354004,1.381242275238037
49,-0.06354156136512756,-2.4697089195251465,-0.00333214714191854,36.7145889,3.1815065,24.73,-1.07,-0.87,1.47,76,218,2.025667428970337,1.3881679773330688
50,-0.1349366009235382,3.0885889530181885,-0.13385061919689178,36.7145668,3.1814941,22.28,-1.99,0.0,1.0,76,176,2.2314491271972656,1.9928407669067383
51,-0.23883117735385895,2.6759021282196045,0.012889932841062546,36.7145286,3.1815103,21.73,-3.55,1.72,-0.05,75,153,3.948463201522827,3.9481050968170166
52,-0.15301814675331116,2.679823160171509,-0.026525989174842834,36.7144661,3.1815485,21.82,-4.05,2.03,0.03,75,153,4.542171478271484,4.541996479034424
53,-0.027736425399780273,3.05265474319458,0.2390936017036438,36.7144139,3.1815728,21.76,-3.48,0.31,0.04,75,174,3.498171329498291,3.4978859424591064
54,-0.44629284739494324,-2.1947336196899414,0.08391567319631577,36.7143652,3.1815361,21.75,-3.08,-4.22,0.02,74,234,5.235273838043213,5.235229969024658
55,-0.47500526905059814,-2.1511735916137695,0.03848349303007126,36.7143153,3.18144,21.75,-4.29,-6.82,0.0,74,236,8.067420959472656,8.067419052124023
56,-0.430713415145874,-2.149930715560913,-0.014608780853450298,36.7142521,3.1813157,21.76,-4.95,-7.72,0.0,73,236,9.173578262329102,9.173578262329102
57,-0.34041252732276917,-2.1529109477996826,0.017689814791083336,36.7141752,3.1811668,21.78,-4.59,-7.08,0.0,73,236,8.446263313293457,8.446263313293457
58,-0.21914538741111755,-2.1419918537139893,0.01872994937002659,36.7141188,3.1810573,21.77,-3.73,-5.91,0.03,73,237,6.9961323738098145,6.996060371398926
59,-0.2927590608596802,-2.1113178730010986,0.03443077206611633,36.7140638,3.1809443,21.75,-3.29,-5.62,0.01,72,239,6.519537925720215,6.519530296325684
60,-0.2533201277256012,-2.0993781089782715,0.006474441848695278,36.7140198,3.1808494,21.75,-3.21,-5.65,0.0,72,239,6.5028204917907715,6.502816200256348
61,-0.14408330619335175,-2.1001205444335938,0.015739090740680695,36.7139701,3.1807408,21.76,-2.87,-5.04,0.0,71,239,5.811233997344971,5.8112335205078125
62,0.14044736325740814,-2.100451707839966,0.02870379015803337,36.7139433,3.1806823,21.73,-1.75,-3.05,0.03,71,239,3.524566888809204,3.5243606567382812
63,0.07624482363462448,-2.1001956462860107,0.009541068226099014,36.71393,3.1806531,21.74,-0.12,-0.25,-0.01,71,239,0.28144603967666626,0.280798077583313
64,-0.008808378130197525,-2.101255416870117,0.047713786363601685,36.7139313,3.1806547,21.71,0.29,0.0,0.03,70,239,0.29742956161499023,0.295610636472702
